Date,Visiter,Home,Spread,OverUnder
11/12/2016,Boise State,Hawaii,21.5,63
11/12/2016,West Virginia,Texas,-1,64
11/12/2016,Baylor,Oklahoma,-17.5,78
11/12/2016,UL Monroe,Georgia State,-13,51.5
11/12/2016,Vanderbilt,Missouri,-3,54
11/12/2016,USF,Memphis,3,76
11/12/2016,Michigan,Iowa,23,50.5
11/12/2016,Tulane,Houston,-26.5,50
11/12/2016,Colorado,Arizona,17,60
11/12/2016,San Diego State,Nevada,21.5,50
11/12/2016,Georgia Tech,VT,-14,55
11/12/2016,Rutgers,Michigan State,-16.5,53.5
11/12/2016,OSU,Maryland,29.5,57.5
11/12/2016,Mid Tennessee,Marshall,9,60.5
11/12/2016,Ole Miss,Texas A&M,-7,61.5
11/12/2016,Minnesota,Nebraska,-7,48
11/12/2016,New Mexico,Utah State,1,58.5
11/12/2016,North Carolina St,Syracuse,7.5,59
11/12/2016,Southern Miss,Old Dominion,-2.5,63
11/15/2016,Kent State,Bowling Green,2.5,54
11/15/2016,Ohio,Cent Michigan,-1.5,51
11/16/2016,N Illinois,E Michigan,1,63
11/16/2016,Ball State,Toledo,-20.5,68
11/17/2016,Arkansas State,Troy,-9.5,54
11/17/2016,Louisville,Houston,17,68
11/18/2016,Memphis,Cincinnati,7,59
11/18/2016,UNLV,Boise State,-28.5,63
11/19/2016,UConn,Boston College,-7.5,36.5
11/19/2016,UL Monroe,Appalachian St,-26.5,52.5
11/19/2016,UTEP,Rice,-2.5,56.5
11/19/2016,Miami (FL),North Carolina St,2.5,51.5
11/19/2016,Texas Tech,Iowa State,3.5,74.5
11/19/2016,Iowa,Illinois,9,45
11/19/2016,Northwestern,Minnesota,1.5,47
11/19/2016,Wisconsin,Purdue,27,48
11/19/2016,Duke,Pitt,-8,61
11/19/2016,UTSA,Texas A&M,-26.5,57
11/19/2016,Oklahoma,West Virginia,3,64.5
11/19/2016,Mid Tennessee,Charlotte,6,55.5
11/19/2016,UMass,BYU,-28,55
11/19/2016,LA-Lafayette,Georgia,-22,44.5
11/19/2016,San Diego State,Wyoming,8.5,53.5
11/19/2016,New Mexico,Colorado State,-6.5,62
11/19/2016,Indiana,Michigan,-24.5,51
11/19/2016,VT,Notre Dame,-1.5,53
11/19/2016,Kansas State,Baylor,-1.5,58.5
11/19/2016,UVA,Georgia Tech,-10.5,54
11/19/2016,FSU,Syracuse,21.5,65
11/19/2016,Ole Miss,Vanderbilt,9,50
11/19/2016,Texas State,New Mexico St,-9.5,66.5
11/19/2016,Arizona,Oregon State,-3,60
11/19/2016,Arizona State,Washington,-26,63
11/19/2016,Washington St,Colorado,-6,59
11/19/2016,Stanford,Cal,10,60.5
11/19/2016,Old Dominion,FAU,8,60.5
11/19/2016,Buffalo,W Michigan,-34.5,55.5
11/19/2016,Marshall,FIU,2.5,54.5
11/19/2016,Arkansas,Miss St,-1.5,57
11/19/2016,Hawaii,Fresno State,3,54
11/19/2016,USF,SMU,13,73.5
11/19/2016,Tulsa,UCF,-1.5,65
11/19/2016,Temple,Tulane,15,44.5
11/19/2016,OSU,Michigan State,20,49.5
11/19/2016,Texas,Kansas,23.5,62.5
11/19/2016,Clemson,Wake Forest,24,47.5
11/19/2016,Missouri,Tennessee,-17.5,68
11/19/2016,USC,UCLA,13,53
11/19/2016,Oklahoma State,TCU,-6.5,68.5
11/19/2016,Penn State,Rutgers,25.5,55.5
11/19/2016,Oregon,Utah,-11.5,70
11/19/2016,Air Force,San Jose State,10.5,55
11/19/2016,Utah State,Nevada,7,54.5
11/19/2016,Navy,ECU,8,63.5
11/19/2016,Florida,LSU,-14,37.5
11/19/2016,Maryland,Nebraska,-13.5,50
11/19/2016,Ga Southern,Georgia State,3,47.5
11/19/2016,Southern Miss,North Texas,6,58
11/22/2016,Ball State,Miami (OH),-7,54.5
11/22/2016,Cent Michigan,E Michigan,1,56
11/22/2016,Akron,Ohio,-12.5,53.5
11/24/2016,LSU,Texas A&M,6.5,48.5
11/25/2016,Buffalo,Bowling Green,-11.5,60
11/25/2016,Toledo,W Michigan,-7.5,70.5
11/25/2016,Arkansas,Missouri,7.5,72
11/25/2016,Cincinnati,Tulsa,-22,62.5
11/25/2016,TCU,Texas,-3,60
11/25/2016,Boise State,Air Force,8,64
11/25/2016,North Carolina St,UNC,-9.5,62.5
11/25/2016,Washington,Washington St,6.5,62
11/25/2016,Texas Tech,Baylor,-5.5,82
11/25/2016,Arizona State,Arizona,1.5,65
11/25/2016,N Illinois,Kent State,6.5,46
11/25/2016,LA Tech,Southern Miss,15,71.5
11/25/2016,Nebraska,Iowa,-3,46
11/25/2016,Houston,Memphis,5,61
11/26/2016,South Carolina,Clemson,-27,49.5
11/26/2016,Tulane,UConn,1.5,37.5
11/26/2016,Syracuse,Pitt,-24.5,67
11/26/2016,West Virginia,Iowa State,7,59.5
11/26/2016,Illinois,Northwestern,-16,49
11/26/2016,Purdue,Indiana,-21,65
11/26/2016,Michigan State,Penn State,-11,54
11/26/2016,Boston College,Wake Forest,-3,35.5
11/26/2016,Kansas,Kansas State,-24.5,53
11/26/2016,Minnesota,Wisconsin,-14,43.5
11/26/2016,Duke,Miami (FL),-16.5,54.5
11/26/2016,Georgia Tech,Georgia,-4.5,49.5
11/26/2016,UVA,VT,-18.5,54.5
11/26/2016,Auburn,Alabama,-20.5,47
11/26/2016,Kentucky,Louisville,-27.5,71.5
11/26/2016,UCLA,Cal,3,70
11/26/2016,Nevada,UNLV,-9.5,59
11/26/2016,San Jose State,Fresno State,3,51.5
11/26/2016,FIU,Old Dominion,-13.5,61
11/26/2016,Appalachian St,New Mexico St,20,59
11/26/2016,Troy,Texas State,27,58
11/26/2016,Oregon,Oregon State,2.5,69.5
11/26/2016,FAU,Mid Tennessee,-16,64
11/26/2016,Utah,Colorado,-10,53.5
11/26/2016,W Kentucky,Marshall,26,64.5
11/26/2016,Navy,SMU,7,65.5
11/26/2016,UCF,USF,-11.5,65.5
11/26/2016,Charlotte,UTSA,-10,54
11/26/2016,Florida,FSU,-9,47
11/26/2016,Arkansas State,LA-Lafayette,5,50.5
11/26/2016,Tennessee,Vanderbilt,7,50.5
11/26/2016,Miss St,Ole Miss,-9.5,67
11/26/2016,Michigan,OSU,-5,45
11/26/2016,Notre Dame,USC,-17.5,59
11/26/2016,South Alabama,Idaho,-6,53
11/26/2016,Wyoming,New Mexico,3,65
11/26/2016,Colorado State,San Diego State,-12.5,53.5
11/26/2016,Utah State,BYU,-17,52
11/26/2016,Rutgers,Maryland,-14,54
11/26/2016,North Texas,UTEP,3.5,52
11/26/2016,Rice,Stanford,-34.5,51
11/26/2016,ECU,Temple,-21.5,58.5
11/27/2016,UMass,Hawaii,-8,57
12/2/2016,Ohio,W Michigan,-16.5,57.5
12/2/2016,Colorado,Washington,-8.5,55.5
12/3/2016,Baylor,West Virginia,-17,68
12/3/2016,Kansas State,TCU,-4,51
12/3/2016,New Mexico St,South Alabama,-11,58.5
12/3/2016,Troy,Ga Southern,6.5,53.5
12/3/2016,LA-Lafayette,UL Monroe,6.5,52.5
12/3/2016,Oklahoma State,Oklahoma,-11,74
12/3/2016,Arkansas State,Texas State,26,54.5
12/3/2016,Georgia State,Idaho,-4,53.5
12/3/2016,LA Tech,W Kentucky,-11,80
12/3/2016,Temple,Navy,-1.5,59
12/3/2016,Florida,Alabama,-24,40.5
12/3/2016,VT,Clemson,-10.5,60
12/3/2016,Penn State,Wisconsin,-2.5,45
12/3/2016,San Diego State,Wyoming,7,58.5
12/10/2016,Army,Navy,-5,47.5
12/17/2016,UTSA,New Mexico,-9.5,55
12/17/2016,Houston,San Diego State,5,52
12/17/2016,Arkansas State,UCF,-4,51
12/17/2016,Appalachian St,Toledo,1,60
12/17/2016,Southern Miss,LA-Lafayette,6,56.5
12/19/2016,Cent Michigan,Tulsa,-13.5,67.5
12/20/2016,Memphis,W Kentucky,-6.5,79
12/21/2016,BYU,Wyoming,10,56.5
12/22/2016,Colorado State,Idaho,15.5,65
12/23/2016,E Michigan,Old Dominion,-6,63.5
12/23/2016,Ohio,Troy,-6,49.5
12/23/2016,LA Tech,Navy,7,68
12/24/2016,Mid Tennessee,Hawaii,7,70.5
12/26/2016,Miami (OH),Miss St,-14.5,58
12/26/2016,Maryland,Boston College,1,44
12/26/2016,Vanderbilt,North Carolina St,-5.5,46
12/27/2016,Wake Forest,Temple,-10.5,41.5
12/27/2016,Washington St,Minnesota,9,61
12/27/2016,Baylor,Boise State,-7,70
12/27/2016,Army,North Texas,10.5,48
12/28/2016,Northwestern,Pitt,-4,64.5
12/28/2016,West Virginia,Miami (FL),-3,58.5
12/28/2016,Indiana,Utah,-4,54.5
12/28/2016,Kansas State,Texas A&M,-3.5,56.5
12/29/2016,USF,South Carolina,10.5,60
12/29/2016,Arkansas,VT,-7,61.5
12/29/2016,Oklahoma State,Colorado,-3,64.5
12/30/2016,FSU,Michigan,-7,50
12/30/2016,TCU,Georgia,3,49.5
12/30/2016,UNC,Stanford,-2.5,54.5
12/30/2016,South Alabama,Air Force,-14,54
12/30/2016,Nebraska,Tennessee,-9.5,60
12/31/2016,Washington,Alabama,-12.5,51.5
12/31/2016,OSU,Clemson,2,58
12/31/2016,LSU,Louisville,3,59
12/31/2016,Kentucky,Georgia Tech,-3.5,62.5
1/2/2017,W Michigan,Wisconsin,-7.5,53.5
1/2/2017,USC,Penn State,7,60.5
1/2/2017,Auburn,Oklahoma,-2,66
1/2/2017,Iowa,Florida,-2,41
1/9/2017,Clemson,Alabama,-6.5,51.5
