Visiter,Home,SpreadWag,OverUnderWag,Year,Month,Day,HomeID,VisID
UCF,UConn,9.5,39.5,2014,11,1,41,2116
North Carolina St,Syracuse,-2.5,52.5,2014,11,1,183,152
Duke,Pitt,-3.0,52.5,2014,11,1,221,150
Maryland,Penn State,-3.5,45.0,2014,11,1,213,120
UNC,Miami (FL),-16.0,67.5,2014,11,1,2390,153
Georgia State,Appalachian St,-12.0,63.0,2014,11,1,2026,2247
Air Force,Army,3.0,54.5,2014,11,1,349,2005
Northwestern,Iowa,-3.0,43.5,2014,11,1,2294,77
Purdue,Nebraska,-21.5,60.0,2014,11,1,158,2509
Kansas,Baylor,-35.0,61.0,2014,11,1,239,2305
W Michigan,Miami (OH),6.0,56.5,2014,11,1,193,2711
Auburn,Ole Miss,-1.5,53.5,2014,11,1,145,2
Kentucky,Missouri,-8.0,47.5,2014,11,1,142,96
Arkansas,Miss St,-10.5,56.5,2014,11,1,344,8
W Kentucky,LA Tech,-7.5,69.0,2014,11,1,2348,98
UL Monroe,Texas A&M,-31.5,61.5,2014,11,1,245,2433
BYU,Mid Tennessee,3.0,64.5,2014,11,1,2393,252
Florida,Georgia,-11.0,46.0,2014,11,1,61,57
USC,Washington St,7.0,68.0,2014,11,1,265,30
Stanford,Oregon,-7.5,56.5,2014,11,1,2483,24
Oklahoma,Iowa State,15.5,62.0,2014,11,1,66,201
Oklahoma State,Kansas State,-13.5,53.0,2014,11,1,2306,197
Indiana,Michigan,-7.5,52.0,2014,11,1,130,84
UVA,Georgia Tech,-4.0,53.0,2014,11,1,59,258
South Alabama,LA-Lafayette,-7.0,56.5,2014,11,1,309,6
Old Dominion,Vanderbilt,-7.0,60.5,2014,11,1,238,295
Rice,FIU,6.5,46.0,2014,11,1,2229,242
Washington,Colorado,3.0,54.0,2014,11,1,38,264
Cal,Oregon State,-4.0,64.5,2014,11,1,204,25
Arizona,UCLA,-6.5,70.5,2014,11,1,26,12
Colorado State,San Jose State,6.0,57.5,2014,11,1,23,36
Utah,Arizona State,-6.5,56.5,2014,11,1,9,254
TCU,West Virginia,3.0,68.5,2014,11,1,277,2628
Houston,USF,9.0,45.0,2014,11,1,58,248
Southern Miss,UTEP,-8.0,55.5,2014,11,1,2638,2572
New Mexico,UNLV,-1.0,61.5,2014,11,1,2439,167
Texas State,New Mexico St,7.0,62.0,2014,11,1,166,326
Illinois,OSU,-28.5,63.0,2014,11,1,194,356
Wyoming,Fresno State,-16.5,58.5,2014,11,1,278,2751
San Diego State,Nevada,-1.5,48.5,2014,11,1,2440,21
Utah State,Hawaii,3.0,42.0,2014,11,1,62,328
Tennessee,South Carolina,-6.5,56.0,2014,11,1,2579,2633
Arkansas State,Idaho,15.0,65.5,2014,11,1,70,2032
Texas,Texas Tech,4.0,57.0,2014,11,1,2641,251
Cent Michigan,E Michigan,13.5,48.0,2014,11,1,2199,2117
UAB,FAU,-3.5,58.0,2014,11,1,2226,5
Wisconsin,Rutgers,12.5,52.0,2014,11,1,164,275
Bowling Green,Akron,-3.5,59.0,2014,11,4,2006,189
Toledo,Kent State,13.0,57.0,2014,11,4,2309,2649
Buffalo,Ohio,-4.0,56.5,2014,11,5,195,2084
N Illinois,Ball State,3.0,62.5,2014,11,5,2050,2459
Clemson,Wake Forest,21.0,42.0,2014,11,6,154,228
Memphis,Temple,7.5,48.0,2014,11,7,218,235
Utah State,Wyoming,7.5,47.0,2014,11,7,2751,328
Penn State,Indiana,6.0,45.0,2014,11,8,84,213
Georgia,Kentucky,10.0,58.0,2014,11,8,96,61
LA Tech,UAB,5.0,54.0,2014,11,8,5,2348
Iowa,Minnesota,1.5,44.0,2014,11,8,135,2294
Michigan,Northwestern,1.5,41.0,2014,11,8,77,130
Georgia Tech,North Carolina St,3.0,62.5,2014,11,8,152,59
Wisconsin,Purdue,17.0,53.5,2014,11,8,2509,275
UL Monroe,Appalachian St,-4.0,52.0,2014,11,8,2026,2433
Duke,Syracuse,4.5,51.5,2014,11,8,183,150
Florida,Vanderbilt,14.5,44.0,2014,11,8,238,57
Louisville,Boston College,3.0,46.0,2014,11,8,103,97
Iowa State,Kansas,2.0,52.5,2014,11,8,2305,66
Tulane,Houston,-17.0,46.5,2014,11,8,248,2655
Georgia State,Troy,-7.0,65.0,2014,11,8,2653,2247
UTSA,Rice,-7.5,43.5,2014,11,8,242,2636
West Virginia,Texas,2.5,51.5,2014,11,8,251,277
UCLA,Washington,5.0,53.5,2014,11,8,264,26
SMU,Tulsa,-14.0,57.0,2014,11,8,202,2567
UConn,Army,4.5,48.5,2014,11,8,349,41
Texas A&M,Auburn,-23.0,68.5,2014,11,8,2,245
Alabama,LSU,6.5,46.5,2014,11,8,99,333
Baylor,Oklahoma,-6.0,68.5,2014,11,8,201,239
UVA,FSU,-21.0,55.5,2014,11,8,52,258
UTEP,W Kentucky,-8.5,70.0,2014,11,8,98,2638
Washington St,Oregon State,-8.5,59.5,2014,11,8,204,265
Air Force,UNLV,4.5,57.5,2014,11,8,2439,2005
Idaho,San Diego State,-21.0,57.5,2014,11,8,21,70
FAU,North Texas,2.5,55.0,2014,11,8,249,2226
Ga Southern,Texas State,11.5,61.5,2014,11,8,326,290
Colorado,Arizona,-19.0,69.5,2014,11,8,12,38
Boise State,New Mexico,17.5,60.5,2014,11,8,167,68
OSU,Michigan State,-3.5,56.0,2014,11,8,127,194
LA-Lafayette,New Mexico St,16.5,66.5,2014,11,8,166,309
Notre Dame,Arizona State,-3.0,62.0,2014,11,8,9,87
Oregon,Utah,9.0,61.5,2014,11,8,254,2483
Kansas State,TCU,-6.5,59.5,2014,11,8,2628,2306
San Jose State,Fresno State,-1.5,57.5,2014,11,8,278,23
FIU,Old Dominion,-4.5,60.0,2014,11,8,295,2229
Hawaii,Colorado State,-20.5,57.0,2014,11,8,36,62
South Alabama,Arkansas State,-10.5,52.5,2014,11,8,2032,6
Marshall,Southern Miss,27.0,63.0,2014,11,8,2572,276
Akron,Buffalo,3.5,51.5,2014,11,11,2084,2006
Toledo,N Illinois,-4.0,62.5,2014,11,11,2459,2649
Ball State,UMass,-3.0,65.0,2014,11,12,113,2050
Kent State,Bowling Green,-14.0,54.5,2014,11,12,189,2309
ECU,Cincinnati,1.0,70.5,2014,11,13,2132,151
Cal,USC,-14.0,72.0,2014,11,13,30,25
Southern Miss,UTSA,-7.0,47.0,2014,11,13,2636,2572
Tulsa,UCF,-20.0,54.5,2014,11,14,2116,202
Pitt,UNC,-2.5,66.5,2014,11,15,153,221
Wake Forest,North Carolina St,-15.0,44.5,2014,11,15,152,154
Temple,Penn State,-11.0,40.5,2014,11,15,213,218
OSU,Minnesota,11.5,56.0,2014,11,15,135,194
Iowa,Illinois,6.0,55.0,2014,11,15,356,2294
Army,W Kentucky,-7.5,71.5,2014,11,15,98,349
Nebraska,Wisconsin,-6.0,55.5,2014,11,15,275,158
Kentucky,Tennessee,-10.5,54.0,2014,11,15,2633,96
Indiana,Rutgers,-8.5,54.0,2014,11,15,164,84
Clemson,Georgia Tech,1.5,57.5,2014,11,15,59,228
VT,Duke,-4.0,47.5,2014,11,15,150,259
Nevada,Air Force,-3.0,54.0,2014,11,15,2005,2440
USF,SMU,9.5,49.5,2014,11,15,2567,58
TCU,Kansas,27.5,55.0,2014,11,15,2305,2628
Appalachian St,Arkansas State,-16.0,62.0,2014,11,15,2032,2026
UNLV,BYU,-26.0,62.5,2014,11,15,252,2439
Utah,Stanford,-10.0,42.0,2014,11,15,24,254
New Mexico,Utah State,-19.5,53.0,2014,11,15,328,167
San Diego State,Boise State,-14.0,57.0,2014,11,15,68,21
LSU,Arkansas,-1.0,45.5,2014,11,15,8,99
Washington,Arizona,-7.5,60.5,2014,11,15,12,264
Auburn,Georgia,-3.0,71.0,2014,11,15,61,2
South Carolina,Florida,-6.5,57.5,2014,11,15,57,2579
FSU,Miami (FL),2.5,62.0,2014,11,15,2390,52
Ga Southern,Navy,-3.0,61.0,2014,11,15,2426,290
Rice,Marshall,-21.0,65.5,2014,11,15,276,242
Northwestern,Notre Dame,-17.0,53.5,2014,11,15,87,77
Miami (OH),Cent Michigan,-17.5,54.5,2014,11,15,2117,193
Mid Tennessee,FIU,5.0,49.5,2014,11,15,2229,2393
Hawaii,San Jose State,-10.0,54.5,2014,11,15,23,62
Troy,Idaho,-5.5,65.0,2014,11,15,70,2653
Missouri,Texas A&M,-3.0,56.0,2014,11,15,245,142
Memphis,Tulane,8.5,48.5,2014,11,15,2655,235
LA-Lafayette,UL Monroe,6.5,51.5,2014,11,15,2433,309
Arizona State,Oregon State,7.0,63.0,2014,11,15,204,9
Miss St,Alabama,-10.0,54.5,2014,11,15,333,344
Texas,Oklahoma State,1.0,46.5,2014,11,15,197,251
Michigan State,Maryland,10.5,59.0,2014,11,15,120,127
North Texas,UTEP,-6.0,47.5,2014,11,15,2638,249
E Michigan,W Michigan,-27.0,56.5,2014,11,15,2711,2199
Texas State,South Alabama,-5.5,50.0,2014,11,15,6,326
Oklahoma,Texas Tech,14.0,64.0,2014,11,15,2641,201
N Illinois,Ohio,1.5,52.5,2014,11,18,195,2459
UMass,Akron,-9.5,47.0,2014,11,18,2006,113
Bowling Green,Toledo,-7.0,60.0,2014,11,19,2649,189
Kansas State,West Virginia,-2.5,58.5,2014,11,20,277,2306
UNC,Duke,-6.0,66.5,2014,11,20,150,153
Arkansas State,Texas State,6.5,57.5,2014,11,20,326,2032
UTEP,Rice,-8.0,49.5,2014,11,21,242,2638
Air Force,San Diego State,-6.0,49.5,2014,11,21,21,2005
San Jose State,Utah State,-14.5,46.5,2014,11,21,328,23
VT,Wake Forest,13.5,38.5,2014,11,22,154,259
Miami (FL),UVA,4.0,45.0,2014,11,22,258,2390
Missouri,Tennessee,-5.0,49.0,2014,11,22,2633,142
E Michigan,Ball State,-18.0,53.0,2014,11,22,2050,2199
Rutgers,Michigan State,-24.0,57.5,2014,11,22,127,164
Minnesota,Nebraska,-9.0,52.0,2014,11,22,158,135
Vanderbilt,Miss St,-29.0,55.5,2014,11,22,344,238
Indiana,OSU,-35.5,67.0,2014,11,22,194,84
Maryland,Michigan,-6.0,43.0,2014,11,22,130,120
Northwestern,Purdue,-1.0,51.0,2014,11,22,2509,77
W Michigan,Cent Michigan,-1.5,52.5,2014,11,22,2117,2711
Tulane,ECU,-19.5,60.5,2014,11,22,151,2655
Boston College,FSU,-17.0,57.0,2014,11,22,52,103
Penn State,Illinois,6.0,45.0,2014,11,22,356,213
Wisconsin,Iowa,7.5,50.0,2014,11,22,2294,275
Marshall,UAB,18.5,69.0,2014,11,22,5,276
LA Tech,Old Dominion,12.5,66.0,2014,11,22,295,2348
New Mexico,Colorado State,-21.0,65.0,2014,11,22,36,167
UTSA,W Kentucky,-10.0,56.0,2014,11,22,98,2636
Boise State,Wyoming,14.0,51.5,2014,11,22,2751,68
Texas Tech,Iowa State,-1.5,72.5,2014,11,22,66,2641
Ole Miss,Arkansas,3.0,45.0,2014,11,22,8,145
Oklahoma State,Baylor,-32.0,67.0,2014,11,22,239,197
Tulsa,Houston,-20.0,57.0,2014,11,22,248,202
Louisville,Notre Dame,-3.0,52.5,2014,11,22,87,97
FIU,North Texas,-3.0,47.0,2014,11,22,249,2229
Stanford,Cal,6.0,55.5,2014,11,22,25,24
Appalachian St,LA-Lafayette,-8.5,63.5,2014,11,22,309,2026
Arizona,Utah,-5.5,53.5,2014,11,22,254,12
Oregon State,Washington,-6.5,54.0,2014,11,22,264,204
Georgia State,Clemson,-40.0,57.0,2014,11,22,228,2247
Washington St,Arizona State,-14.5,71.0,2014,11,22,9,265
USF,Memphis,-20.0,46.5,2014,11,22,235,58
FAU,Mid Tennessee,-7.0,57.0,2014,11,22,2393,2226
Cincinnati,UConn,9.5,55.5,2014,11,22,41,2132
UL Monroe,New Mexico St,6.5,55.0,2014,11,22,166,2433
SMU,UCF,-28.5,49.0,2014,11,22,2116,2567
USC,UCLA,-3.5,62.0,2014,11,22,26,30
Fresno State,Nevada,-7.5,63.0,2014,11,22,2440,278
UNLV,Hawaii,-10.0,57.0,2014,11,22,62,2439
Kansas,Oklahoma,-25.5,55.0,2014,11,22,201,2305
Syracuse,Pitt,-7.5,51.5,2014,11,22,221,183
South Alabama,South Carolina,-24.5,57.0,2014,11,22,2579,6
Colorado,Oregon,-33.0,74.5,2014,11,22,2483,38
Ohio,Miami (OH),3.0,53.0,2014,11,25,193,195
TCU,Texas,5.0,54.0,2014,11,27,251,2628
LSU,Texas A&M,3.0,53.5,2014,11,27,245,99
UVA,VT,1.0,38.5,2014,11,28,259,258
Ball State,Bowling Green,-10.0,57.5,2014,11,28,189,2050
N Illinois,W Michigan,-7.5,59.0,2014,11,28,2711,2459
W Kentucky,Marshall,-23.5,74.5,2014,11,28,276,98
Toledo,E Michigan,23.5,59.0,2014,11,28,2199,2649
Nebraska,Iowa,-1.5,53.5,2014,11,28,2294,158
ECU,Tulsa,18.0,69.0,2014,11,28,202,151
Houston,SMU,21.5,50.5,2014,11,28,2567,248
Navy,South Alabama,7.5,54.5,2014,11,28,6,2426
Stanford,UCLA,-6.5,48.0,2014,11,28,26,24
Colorado State,Air Force,7.0,61.0,2014,11,28,2005,36
UCF,USF,10.0,43.0,2014,11,28,58,2116
Akron,Kent State,3.0,43.5,2014,11,28,2309,2006
Buffalo,UMass,3.0,55.5,2014,11,28,113,2084
Arkansas,Missouri,2.0,43.5,2014,11,28,142,8
Arizona State,Arizona,-2.0,64.5,2014,11,28,12,9
Michigan,OSU,-21.0,55.0,2014,11,29,194,130
Syracuse,Boston College,-11.0,45.5,2014,11,29,103,183
Old Dominion,FAU,-4.0,67.0,2014,11,29,2226,295
Wake Forest,Duke,-18.0,44.5,2014,11,29,150,154
Tennessee,Vanderbilt,15.0,49.0,2014,11,29,238,2633
Minnesota,Wisconsin,-16.0,49.5,2014,11,29,275,135
Rutgers,Maryland,-8.0,53.5,2014,11,29,120,164
Rice,LA Tech,-7.0,48.0,2014,11,29,2348,242
North Carolina St,UNC,-6.5,69.5,2014,11,29,153,152
Illinois,Northwestern,-7.0,51.0,2014,11,29,77,356
Purdue,Indiana,-3.0,55.0,2014,11,29,84,2509
Idaho,Appalachian St,-17.0,63.5,2014,11,29,2026,70
Cincinnati,Temple,7.0,57.0,2014,11,29,218,2132
Texas State,Georgia State,13.5,60.0,2014,11,29,2247,326
New Mexico St,Arkansas State,-24.0,64.5,2014,11,29,2032,166
UAB,Southern Miss,3.0,58.0,2014,11,29,2572,5
Wyoming,New Mexico,-3.5,62.0,2014,11,29,167,2751
Utah State,Boise State,-10.0,55.0,2014,11,29,68,328
Washington,Washington St,4.0,63.5,2014,11,29,265,264
Baylor,Texas Tech,26.5,80.0,2014,11,29,2641,239
Georgia Tech,Georgia,-10.5,66.0,2014,11,29,61,59
Kansas,Kansas State,-27.5,51.0,2014,11,29,2306,2305
BYU,Cal,-3.0,72.0,2014,11,29,25,252
Oregon,Oregon State,20.5,66.5,2014,11,29,204,2483
Michigan State,Penn State,13.0,44.0,2014,11,29,213,127
Auburn,Alabama,-9.5,54.0,2014,11,29,333,2
Florida,FSU,-7.0,53.0,2014,11,29,52,57
Nevada,UNLV,8.0,62.5,2014,11,29,2439,2440
UL Monroe,Ga Southern,-14.0,54.0,2014,11,29,290,2433
Hawaii,Fresno State,-10.0,60.0,2014,11,29,278,62
Utah,Colorado,7.5,52.5,2014,11,29,38,254
UConn,Memphis,-24.0,45.0,2014,11,29,235,41
Kentucky,Louisville,-14.0,52.0,2014,11,29,97,96
Miss St,Ole Miss,2.5,51.0,2014,11,29,145,344
Mid Tennessee,UTEP,-3.0,53.5,2014,11,29,2638,2393
LA-Lafayette,Troy,9.5,60.5,2014,11,29,2653,309
North Texas,UTSA,-4.5,41.0,2014,11,29,2636,249
Notre Dame,USC,-5.5,62.5,2014,11,29,30,87
Pitt,Miami (FL),-11.0,56.0,2014,11,29,2390,221
West Virginia,Iowa State,10.0,62.0,2014,11,29,66,277
San Jose State,San Diego State,-14.5,47.0,2014,11,29,21,23
South Carolina,Clemson,-4.0,53.0,2014,11,29,228,2579
Sacred Heart,Fordham,-14.0,0.0,2014,11,29,2230,2529
UCF,ECU,-6.5,55.5,2014,12,4,151,2116
N Illinois,Bowling Green,5.5,64.0,2014,12,5,189,2459
Arizona,Oregon,-14.0,72.0,2014,12,5,2483,12
SMU,UConn,-13.0,44.0,2014,12,6,41,2567
Iowa State,TCU,-35.0,69.5,2014,12,6,2628,66
Temple,Tulane,2.0,41.5,2014,12,6,2655,218
Houston,Cincinnati,-7.0,56.5,2014,12,6,2132,248
Missouri,Alabama,-13.5,49.0,2014,12,6,333,142
FSU,Georgia Tech,3.5,63.5,2014,12,6,59,52
Wisconsin,OSU,4.0,54.5,2014,12,6,194,275
Fresno State,Boise State,-22.5,70.0,2014,12,6,68,278
Oklahoma State,Oklahoma,-19.5,58.0,2014,12,6,201,197
Kansas State,Baylor,-7.0,72.0,2014,12,6,239,2306
LA Tech,Marshall,-9.0,67.0,2014,12,6,276,2348
Army,Navy,-16.5,56.0,2014,12,13,2426,349
Nevada,LA-Lafayette,2.5,62.5,2014,12,20,309,2440
UTEP,Utah State,-9.5,46.0,2014,12,20,328,2638
Utah,Colorado State,2.5,57.5,2014,12,20,36,254
W Michigan,Air Force,2.5,59.0,2014,12,20,2005,2711
South Alabama,Bowling Green,3.5,54.5,2014,12,20,189,6
BYU,Memphis,-1.5,56.0,2014,12,22,235,252
N Illinois,Marshall,-8.0,68.0,2014,12,23,276,2459
Navy,San Diego State,-3.5,52.0,2014,12,23,21,2426
Cent Michigan,W Kentucky,-3.5,67.5,2014,12,24,98,2117
Fresno State,Rice,-1.0,59.0,2014,12,24,242,278
Illinois,LA Tech,-7.0,55.5,2014,12,26,2348,356
Rutgers,UNC,-3.5,71.5,2014,12,26,153,164
North Carolina St,UCF,-2.0,48.5,2014,12,26,2116,152
VT,Cincinnati,-2.0,50.5,2014,12,27,2132,259
Duke,Arizona State,-7.0,65.0,2014,12,27,9,150
Miami (FL),South Carolina,3.0,61.5,2014,12,27,2579,2390
Penn State,Boston College,-3.0,41.0,2014,12,27,103,213
Nebraska,USC,-7.0,63.0,2014,12,27,30,158
West Virginia,Texas A&M,3.0,66.0,2014,12,29,245,277
Texas,Arkansas,-7.0,43.0,2014,12,29,8,251
Clemson,Oklahoma,-6.5,49.5,2014,12,29,201,228
Notre Dame,LSU,-8.0,51.0,2014,12,30,99,87
Louisville,Georgia,-7.0,55.0,2014,12,30,61,97
Maryland,Stanford,-14.0,45.5,2014,12,30,24,120
Ole Miss,TCU,-3.5,55.0,2014,12,31,2628,145
Boise State,Arizona,-2.5,66.5,2014,12,31,12,68
Georgia Tech,Miss St,-5.5,59.5,2014,12,31,344,59
FSU,Oregon,-7.5,73.5,2015,1,1,2483,52
OSU,Alabama,-7.5,58.0,2015,1,1,333,194
Michigan State,Baylor,-3.0,69.0,2015,1,1,239,127
Wisconsin,Auburn,-6.0,64.5,2015,1,1,2,275
Minnesota,Missouri,-3.0,47.0,2015,1,1,142,135
Pitt,Houston,5.5,54.5,2015,1,2,248,221
Iowa,Tennessee,-3.0,52.5,2015,1,2,2633,2294
UCLA,Kansas State,-1.5,61.0,2015,1,2,2306,26
Oklahoma State,Washington,-7.0,57.0,2015,1,2,264,197
ECU,Florida,-7.0,54.5,2015,1,3,57,151
Toledo,Arkansas State,3.0,69.5,2015,1,4,2032,2649
OSU,Oregon,-6.0,72.5,2015,1,12,2483,194
